Unique product ID,Product ID,Category,Sub-Category,Product Name
TEC-AC-10003433-2657136143232010751,TEC-AC-10003433,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack
TEC-PH-10003187--8678067526233246648,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
OFF-FA-10002763--6533349031239014825,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks
OFF-PA-10004239--7243923167679284105,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953
OFF-PA-10004782-9161669606123097340,OFF-PA-10004782,Office Supplies,Paper,Xerox 228
FUR-FU-10001185--5898736653829892466,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
OFF-PA-10003270-8087643796812647931,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954
OFF-PA-10002421--4642679978141513999,OFF-PA-10002421,Office Supplies,Paper,Embossed Ink Jet Note Cards
OFF-PA-10002923--5244678160274392917,OFF-PA-10002923,Office Supplies,Paper,Xerox 1942
OFF-ST-10001128-3662291147434221361,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B"
OFF-PA-10000520-1722016770450740513,OFF-PA-10000520,Office Supplies,Paper,Xerox 201
FUR-FU-10003832-5815556937304726372,FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
FUR-FU-10000409-85548052103110729,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt"
TEC-PH-10004389-5116395117260074564,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925
OFF-SU-10000946-6162643043605912288,OFF-SU-10000946,Office Supplies,Supplies,Staple remover
FUR-FU-10001546-3879820690377922652,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps
OFF-PA-10000791-4010989924503124121,OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
OFF-PA-10003739--3274517049726146642,OFF-PA-10003739,Office Supplies,Paper,Xerox 1969
FUR-FU-10000771-7953742450259162485,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
OFF-ST-10002615-3723013845482963699,OFF-ST-10002615,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts"
OFF-PA-10000327-504045807173706717,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971
OFF-EN-10003286-592934926399069147,OFF-EN-10003286,Office Supplies,Envelopes,Staple envelope
OFF-AR-10003772-7443512773617596232,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener
OFF-AR-10003338-555511257588719548,OFF-AR-10003338,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils"
FUR-FU-10002116--1527604479616942600,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
FUR-CH-10000422-4581254785705181972,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy
FUR-FU-10002685--7086498184401136965,FUR-FU-10002685,Furniture,Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
FUR-FU-10004963--3808073461527666495,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon"
OFF-BI-10000174--248801541623216877,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
FUR-CH-10004875-5724572764918007920,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs
FUR-FU-10000305--1456613550631787545,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
TEC-PH-10001459--8676588796000978908,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3
FUR-FU-10002445-4949646834148054282,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
OFF-PA-10000213-4667843533431992758,OFF-PA-10000213,Office Supplies,Paper,Xerox 198
FUR-CH-10001797-3153918450069886331,FUR-CH-10001797,Furniture,Chairs,"Safco Chair Connectors, 6/Carton"
OFF-PA-10003848--5428911492510114224,OFF-PA-10003848,Office Supplies,Paper,Xerox 1997
FUR-FU-10000755-1384676619806925534,FUR-FU-10000755,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection
OFF-BI-10004654--3903393242372327342,OFF-BI-10004654,Office Supplies,Binders,VariCap6 Expandable Binder
FUR-FU-10000550-5334114851471209604,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC
TEC-MA-10004521--1675150306991035508,TEC-MA-10004521,Technology,Machines,Epson Perfection V600 Photo Scanner
OFF-BI-10003655--8494338527957009590,OFF-BI-10003655,Office Supplies,Binders,Durable Pressboard Binders
OFF-AP-10003779-1814166084316517904,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
OFF-FA-10002701--8907318358223331087,OFF-FA-10002701,Office Supplies,Fasteners,Alliance Rubber Bands
OFF-BI-10002799--8817600788237961789,OFF-BI-10002799,Office Supplies,Binders,"SlimView Poly Binder, 3/8"""
OFF-AR-10003582-8446849354835509203,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
FUR-FU-10004666-8818111036154814893,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame
OFF-EN-10002312--1043261019661104358,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes
FUR-CH-10002320--958201224035207734,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs
OFF-AR-10001216-3413435766517050326,OFF-AR-10001216,Office Supplies,Art,Newell 339
FUR-FU-10003247-3246595816105842021,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT
FUR-TA-10003837-6015654638627885635,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories
TEC-PH-10002350-304087758959234832,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic
TEC-AC-10000397--2116271883775092436,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
TEC-AC-10004001-2702913595596570873,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design
OFF-PA-10001534-2685419001680756334,OFF-PA-10001534,Office Supplies,Paper,Xerox 230
FUR-FU-10002379-8737394438319622254,FUR-FU-10002379,Furniture,Furnishings,Eldon Econocleat Chair Mats for Low Pile Carpets
TEC-PH-10000526-1756534897764100122,TEC-PH-10000526,Technology,Phones,Vtech CS6719
OFF-PA-10001977--7475334625564231415,OFF-PA-10001977,Office Supplies,Paper,Xerox 194
FUR-BO-10003660--2418501667323943286,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled"
OFF-BI-10001267--7044507572465037908,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
OFF-PA-10002741--6160059638780115372,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980
OFF-PA-10001471--5182985653760351900,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards
TEC-MA-10001972-1490954201637529300,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer
FUR-FU-10003464--2782064682422061559,FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock"
TEC-PH-10002200-3516446799274265857,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone
OFF-PA-10004438-4199124549095726552,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907
FUR-FU-10004586--5242665752108528049,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
TEC-PH-10004908--2294890682292303042,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone
FUR-CH-10004495-2743981924997353585,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black"
TEC-MA-10000418-8641390719560690459,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print
OFF-BI-10004600--3617689597625361730,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System
OFF-BI-10004040-5672558214809990306,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders
OFF-AR-10001615-6234651961949303850,OFF-AR-10001615,Office Supplies,Art,Newell 34
TEC-PH-10001299--5130518243270678599,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone
OFF-AR-10004260-3311780051466918083,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener
OFF-EN-10004773-592934926399069147,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope
OFF-BI-10001787-6050383062620126660,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders
OFF-ST-10002957--586651447788250507,OFF-ST-10002957,Office Supplies,Storage,Sterilite Show Offs Storage Containers
OFF-FA-10001883-7696456151832377243,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes"
TEC-PH-10001644--2492812427731897575,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic"
OFF-LA-10000407--574270418237663362,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels
TEC-AC-10000420--3272344168347353131,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
OFF-EN-10004846--1175466745939610743,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes
OFF-SU-10003567--5131167623078633048,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers
OFF-ST-10002301--1970157088334246521,OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving
TEC-PH-10003095--2384403847289775866,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset
TEC-PH-10004912-172574069263055697,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter
OFF-AR-10000799--3825354670048052299,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers
OFF-PA-10004609--4767627641789692103,OFF-PA-10004609,Office Supplies,Paper,Xerox 221
TEC-PH-10003171-4228561764470071974,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset
OFF-AP-10000595--2648189519143276685,OFF-AP-10000595,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags
TEC-AC-10003399-2267912288777402414,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
TEC-MA-10002428--2738974330163797354,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder
TEC-PH-10001128-4253448907264428567,TEC-PH-10001128,Technology,Phones,Motorola Droid Maxx
OFF-PA-10001033--3545465735862110354,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893
TEC-AC-10000474-6254987409407357672,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac
FUR-FU-10002963-8902926807146713291,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray"
FUR-FU-10000193--6896345319170542052,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors
OFF-BI-10000962-7564553787243912914,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
OFF-AP-10002867--5014868739277916440,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip
FUR-BO-10002916--2821313888520365782,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
FUR-TA-10004152--1519138118710764104,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
FUR-FU-10000672-4355985450450854806,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock"
FUR-BO-10002598-6121094701162041734,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
OFF-ST-10004950-7148377421148530371,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
OFF-PA-10004610--8345154367267710565,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900
FUR-FU-10000320-1409143633029870235,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays
FUR-CH-10003535--3632426981541773220,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue"
FUR-FU-10003919--1446892074368294268,FUR-FU-10003919,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories
OFF-PA-10000174-5468372700608345129,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
FUR-FU-10002703--8734335822193688129,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
TEC-PH-10002415--6665369195854030941,TEC-PH-10002415,Technology,Phones,Polycom VoiceStation 500 Conference phone
OFF-AR-10000657--4981384759644750888,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
OFF-PA-10004996-3070518510108889764,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
OFF-PA-10003363--152724240132679196,OFF-PA-10003363,Office Supplies,Paper,Xerox 204
TEC-AC-10002305--3703209073531659964,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige
TEC-AC-10000990-1429392730371287703,TEC-AC-10000990,Technology,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp
FUR-BO-10001608--6802156686012109618,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black"
FUR-BO-10000112-8350832291486445172,FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry"
TEC-PH-10004120--4605361327433174145,TEC-PH-10004120,Technology,Phones,AT&T 1080 Phone
OFF-BI-10003476-7253658894018701365,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders
TEC-MA-10002859--6418347539888067215,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder
OFF-AP-10001947--7390443585720142820,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
OFF-LA-10001982-8357758516940494256,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
TEC-PH-10003484-6709373864610734148,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System
OFF-PA-10000007--5765244684070342389,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
OFF-PA-10000552--3730756207254939051,OFF-PA-10000552,Office Supplies,Paper,Xerox 200
TEC-MA-10001148-2451241275235246557,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer
OFF-AR-10004062-8936881564471265654,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors
OFF-ST-10000321-5853144829950052553,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins
OFF-AR-10001149-3765039962614534417,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
TEC-AC-10002134--6197123774672098139,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard
TEC-PH-10004071-4802258053347285353,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader
OFF-PA-10004039-2678384661298537740,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882
TEC-AC-10002550-3691318574622573683,TEC-AC-10002550,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
OFF-AR-10001725--8970579745190921623,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
OFF-AR-10004269--228609227209721096,OFF-AR-10004269,Office Supplies,Art,Newell 31
OFF-BI-10003007-3349547490444784184,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
OFF-PA-10002195--8404911868590080788,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966
OFF-SU-10002522-5047484656845095348,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears
TEC-AC-10004859-138747120424312393,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack"
TEC-AC-10002558-5273891689565676724,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB
FUR-FU-10001731-5080644751138143704,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames
OFF-SU-10004782--1560017577379197426,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors"
OFF-SU-10000432--4408104404740370794,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads
OFF-LA-10004409-253639705299988432,OFF-LA-10004409,Office Supplies,Labels,Avery 492
OFF-ST-10001031-7036079096349866589,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote
OFF-LA-10000476-6313260469584259958,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
OFF-AR-10002987--4505629783922226014,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set
TEC-CO-10001571-6992887772515220438,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier
FUR-FU-10003026-7343247150595572256,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black"
OFF-ST-10001034--5191752282967472499,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File
TEC-AC-10000521-483306960323685201,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack"
OFF-SU-10003002-2645720136737997864,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter
TEC-PH-10000730--972472219036572219,TEC-PH-10000730,Technology,Phones,Samsung Galaxy S4 Active
FUR-CH-10004983-2761052281296465859,FUR-CH-10004983,Furniture,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
OFF-FA-10001332--8873053223367239511,OFF-FA-10001332,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long"
TEC-AC-10001874--9175775836749689587,TEC-AC-10001874,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac
OFF-BI-10000494--2999821877640995650,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder
FUR-TA-10003469-2737425443800572023,FUR-TA-10003469,Furniture,Tables,Balt Split Level Computer Training Table
OFF-AR-10003179--8830119563488454286,OFF-AR-10003179,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils
FUR-CH-10003606-6852507469242918895,FUR-CH-10003606,Furniture,Chairs,SAFCO Folding Chair Trolley
FUR-CH-10003298-2400672292126304655,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
OFF-LA-10003537-8361749293957388582,OFF-LA-10003537,Office Supplies,Labels,Avery 515
OFF-PA-10000069-3723439661093860090,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
FUR-FU-10004017--7600474968290614236,FUR-FU-10004017,Furniture,Furnishings,"Executive Impressions 13"" Chairman Wall Clock"
OFF-PA-10004733--542977643524897758,OFF-PA-10004733,Office Supplies,Paper,Things To Do Today Spiral Book
TEC-AC-10004814-8640353091903211513,TEC-AC-10004814,Technology,Accessories,Logitech Illuminated Ultrathin Keyboard with Backlighting
OFF-SU-10002301--5219541341052748492,OFF-SU-10002301,Office Supplies,Supplies,Serrated Blade or Curved Handle Hand Letter Openers
OFF-BI-10004318-7544276436918841441,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System
FUR-FU-10004164--2290709968368052109,FUR-FU-10004164,Furniture,Furnishings,"Eldon 300 Class Desk Accessories, Black"
TEC-AC-10001539--8322655999354667335,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
TEC-PH-10002789--923956207418814238,TEC-PH-10002789,Technology,Phones,LG Exalt
OFF-BI-10004828-3425904480620162009,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers
OFF-AR-10001770-3106055352944961097,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils
FUR-FU-10004904-3833741948536361001,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat"
FUR-FU-10002396--4906275463767206687,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size"
TEC-AC-10002331-4014049157340565294,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack"
TEC-AC-10001090--820691217126574904,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse
FUR-BO-10004218-4916251783010202056,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
TEC-PH-10001619--5181131082989964277,TEC-PH-10001619,Technology,Phones,LG G3
OFF-PA-10000246--4070596131987233881,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes
OFF-PA-10001461--5704459531974499128,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright)
OFF-AR-10004165-6855986908568241869,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
OFF-EN-10001028-592934926399069147,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope
TEC-PH-10003535--5334875465394891674,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone
FUR-FU-10001085--7648461525623673479,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves
OFF-AR-10003481-7658699907839959982,OFF-AR-10003481,Office Supplies,Art,Newell 348
OFF-PA-10002606-185275741743833022,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928
FUR-FU-10003731-968341135025547928,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
OFF-AP-10001962-4889951739947550832,OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
FUR-FU-10003798-538280916728498287,FUR-FU-10003798,Furniture,Furnishings,"Ultra Door Kickplate, 8""H x 34""W"
OFF-AR-10002704-5054239902048976548,OFF-AR-10002704,Office Supplies,Art,Boston 1900 Electric Pencil Sharpener
TEC-AC-10002942-6952716764951949973,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive
TEC-MA-10001016--4635065351877877636,TEC-MA-10001016,Technology,Machines,Canon PC170 Desktop Personal Copier
TEC-AC-10001553-6516618689925390834,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
FUR-FU-10001215--3873112955095575484,FUR-FU-10001215,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
OFF-PA-10002499--3816572161185409462,OFF-PA-10002499,Office Supplies,Paper,Xerox 1890
TEC-PH-10003215--6134252852081197340,TEC-PH-10003215,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger
OFF-LA-10002945-3692140845496185985,OFF-LA-10002945,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
OFF-AR-10002766--480778388463880533,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set
TEC-PH-10004434--508193966540234422,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray
FUR-BO-10000711-4617350600946683892,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray"
OFF-BI-10001120-216396516194003686,OFF-BI-10001120,Office Supplies,Binders,Ibico EPK-21 Electric Binding System
OFF-AP-10004655-3701206293474099474,OFF-AP-10004655,Office Supplies,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
FUR-BO-10004360--5869660636190806093,FUR-BO-10004360,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases
TEC-AC-10000199--3772900741869598515,TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0
TEC-MA-10001127--4566705870254181443,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color"
OFF-AR-10001227-7830722971531090596,OFF-AR-10001227,Office Supplies,Art,Newell 338
FUR-CH-10000229--5251731830121473843,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs
FUR-BO-10002853--1107247051258576690,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases
OFF-PA-10004022--1128821095442248299,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright)
OFF-PA-10004248-5165849549343123461,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990
OFF-PA-10001363-9171230958494877577,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933
OFF-BI-10003876-3850168278908709733,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets"
OFF-EN-10004007--8690418226093852569,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes
FUR-BO-10003894--4644269891245380811,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
TEC-MA-10001570-8988873493056581565,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone
FUR-FU-10003930-2839981781921782012,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock
OFF-PA-10000232--5678201214349102082,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975
OFF-AR-10001972-6543069087546610576,OFF-AR-10001972,Office Supplies,Art,Newell 323
OFF-AR-10004587-4978521774452732235,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
OFF-AP-10001366-7160082272682745836,OFF-AP-10001366,Office Supplies,Appliances,Staple holder
OFF-BI-10000216--759979738917381028,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"
TEC-MA-10001047--6067501236012665789,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta"
OFF-LA-10003720-423036871318592976,OFF-LA-10003720,Office Supplies,Labels,Avery 487
